grupo,tipo_de_producto,titulo,pais_revista,revista,issn,ano,vol,fasc,pags,doi,autor
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Intervención psicopedagógica en aulas hospitalarias: hacia una pedagogía incluyente en contextos adversos,Colombia,Infancias Imágenes,1657-9089,2014,13,págs:,56 - 63,10.14483/udistrital.jour.infimg.2014.2.a05 ,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDA, SANDRA JULIET CLAVIJO ZAPATA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Problemas asociados al consumo de alcohol en estudiantes universitarios,Brasil,Revista Latino-Americana de Enfermagem,0104-1169,2014,22,5,739 - 746,10.1590/0104-1169.3579.2475 ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Factores asociados a las prácticas sexuales de riesgo en estudiantes de colegios públicos y privados de la ciudad de Medellín,,"(Colombia) 2011  Colombia, Investigaciones Andina",0124-8146,2014,16,29,1030 - 1044, ,"GUILLERMO ALONSO CASTANO PEREZ, HUGO GRISALES ROMERO, HUGO DE JESUS GRISALES ROMERO, LEYDY JOHANA COLORADO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Problemas asociados al consumo de alcohol en estudiantes universitarios.,Brasil,Revista Latino-Americana de Enfermagem,1518-8345,2014,22,5,739 - 746,10.1590/0104-1169.3579.2475 ,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Factores asociados a las prácticas sexuales de riesgo en estudiantes de colegios públicos y privados de la ciudad de Medellín,,"(Colombia) 2011  Colombia, Investigaciones Andina",0124-8146,2014,16,29,1030 - 1044, ,"GUILLERMO ALONSO CASTANO PEREZ, HUGO GRISALES ROMERO, HUGO DE JESUS GRISALES ROMERO, LEYDY JOHANA COLORADO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Barras de fútbol,,"consumo de drogas y violencia  Colombia, Psicología desde el Caribe",0123-417X,2014,31,2,243 - 279, ,"GUILLERMO ALONSO CASTANO PEREZ, NICOLAS IGNACIO URIBE ARAMBURO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Barras de futbol,,"consumo de drogas y violencia  Colombia, Psicología desde el Caribe",0123-417X,2014,31,NA,243 - 279,http://www.scielo.org.co/pdf/psdc/v31n2/v31n2a05.pdf ,"GUILLERMO ALONSO CASTANO PEREZ, NICOLAS IGNACIO URIBE ARAMBURO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Agresividad,,"consumo de drogas y ""barras bravas"" en el futbol  Colombia, Revista Virtual Universidad Católica Del Norte",0124-5821,2014,41,NA,79 - 95,10.2307/1364805 ,"GUILLERMO ALONSO CASTANO PEREZ, NICOLAS IGNACIO URIBE ARAMBURO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Agresividad,,"consumo de drogas y ""barras bravas"" en el Fútbol  Colombia, Revista Virtual Universidad Católica Del Norte",0124-5821,2014,N/A,41,79 - 95, ,"SANDRA MILENA RESTREPO ESCOBAR, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Agresividad,,"consumo de drogas y ¿barras bravas¿ en el fútbol  Colombia, Revista Virtual Universidad Católica Del Norte",0124-5821,2014,41,1,79 - 95, ,"GUILLERMO ALONSO CASTANO PEREZ, NICOLAS IGNACIO URIBE ARAMBURO, SANDRA MILENA RESTREPO ESCOBAR"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Alcohol consumption and intervening factors observed in university students,Cuba,Revista Cubana de Salud Publica,0864-3466,2014,40,1,42 - 60, ,"GUILLERMO ALONSO CASTANO PEREZ, JOSE ANTONIO GARCIA DEL CASTILLO, JUAN CARLOS MARZO CAMPOS"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Riesgos psicosociales y actitudes sobre prácticas sexuales bajo el efecto del alcohol o drogas en adolescentes de la ciudad de Medellín,Colombia,Universitas Psychologica,1657-9267,2013,12,3,84 - 98, ,"GUILLERMO ALONSO CASTANO PEREZ, SANTIAGO MORALES MESA, ALEXANDER RODRIGUEZ BUSTAMANTE, MARIA CAROLINA MONTOYA MONTOYA, EDUARDO ARANGO TOBON, OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de drogas emergentes en Medellín,,"Colombia  Colombia, Revista Colombiana de Psiquiatria",0034-7450,2013,42,3,248 - 256, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, DEDSY YAJAIRA BERBESI FERNANDEZ, DEDSY BERBESI"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de drogas emergentes en Medellín,,"Colombia  Colombia, Revista Colombiana de Psiquiatria",0034-7450,2013,42,3,248 - 256, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, DEDSY YAJAIRA BERBESI FERNANDEZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de sustancias psicoactivas y condiciones de riesgo para conductores de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2013,39,N/A,182 - 194, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Factores de riesgo para el consumo de psicoactivos en conductores de buses en Medellín,Colombia,Katharsis,0124-7816,2013,15,NA,134 - 153, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON V"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Factores de riesgo para el consumo de psicoactivas en conductores de buses de Medellín,Colombia,Katharsis,0124-7816,2013,15,N/A,153 - 172, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de alcohol y factores de riesgo en estudiantes de dos universidades colombianas,Colombia,El Ágora Usb,1657-8031,2013,12,1,127 - 141, ,"GUSTAVO ADOLFO CALDERON VALLEJO, VICTOR HUGO CANO BEDOYA, GUILLERMO ALONSO CASTANO PEREZ, FRANCISCO ZAPATA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de sustancias psicoactivas y condiciones de riesgo para conductores de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2013,39,1,24 - 35, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Factores de riesgo para el consumo de psicoactivos en conductores de buses en Medellín,Colombia,Katharsis,0124-7816,2013,15,NA,153 - 171, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Riesgos y consecuencias de las prácticas sexuales en adolescentes bajo los efectos de alcohol y otras drogas,Cuba,Revista Cubana de Pediatria,1561-3119,2013,85,1,75 - 94, ,"GUILLERMO ALONSO CASTANO PEREZ, CAROLINA MONTOYA MONTOYA, SANTIAGO MORALES MESA, EDUARDO ARANGO, ALEXANDER RODRIGUEZ BUSTAMANTE, OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de drogas y prácticas sexuales de los adolescentes de la ciudad de Medellín (Colombia),España,Adicciones,0214-4840,2012,24,4,347 - 353, ,"GUILLERMO ALONSO CASTANO PEREZ, EDUARDO ARANGO, MARIA CAROLINA MONTOYA MONTOYA, SANTIAGO MORALES MESA, ALEXANDER RODRIGUEZ BUSTAMANTE, OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Patrones de consumo de heroína en una muestra de consumidores de Medellín ¿ Colombia,Brasil,Revista Brasileira de Epidemiologia,1415-790X,2012,15,3,1 - , ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS.,Colombia,El Ágora Usb,1657-8031,2012,12,1,85 - 96, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Diseño de un sistema de vigilancia en salud pública de drogas emergentes.,Colombia,Revista Ces Salud Pública,2145-7816,2012,3,2,237 - 241, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, DESY YAJAIRA BERBESI"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Patrones de consumo de heroína en una muestra de consumidores de Medellín ¿ Colombia,Brasil,Revista Brasileira de Epidemiologia,1415-790X,2012,15,3,504 - 522, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,LA INFLUENCIA DEL CONTEXTO SOCIOCULTURAL EN EL CONSUMO DE ALCOHOL EN POBLACIÓN UNIVERSITARIA,Colombia,Tipica: Boletin Electronico De Salud Escolar,1900-5121,2012,8,02,100 - 109, ,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,La influencia del contexto sociocultural en el consumo de alcohol en población universitaria,Colombia,Tipica: Boletin Electronico De Salud Escolar,1900-5121,2012,8,2,99 - 109, ,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Corto (Resumen),La violencia en las barras de futbol. Una aproximación desde la Etología y el Psicoanálisis,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2012,25,N/A,1 - 11,http://www.funlam.edu.co/revistas/index.php/poiesis/article/view/641 ,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2012,36,NA,287 - 310, ,"ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Imaginarios sobre el consumo de alcohol en estudiantes de cuatro universidades de Medellín,Colombia,Revista Virtual Universidad Católica Del Norte,0124-5821,2012,36,N/A,287 - 310, ,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA, ANGELA MARIA PARRA BASTIDAS"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Revisión (Survey),El conocimiento cientifico sobre las drogas y su importancia en los programas de prevencion e intervencion,Colombia,Análisis,0123-6814,2011,8,N/A,149 - 157,http://www.funlam.edu.co - E-mail: analisis@funlam.edu.co ,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Revisión (Survey),Importancia de los enfoques histórico y medico en la investigación sobre las drogas,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2011,22,N/A,1 - 7,http://www.funlam.edu.co/revistas/index.php/poiesis/article/viewFile/227/213 ,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,CONSUMO DE ALCOHOL Y FACTORES DE RIESGO EN ESTUDIANTES DE DOS UNIVERSIDADES COLOMBIANAS,Colombia,El Ágora Usb,1657-8031,2011,12,1,127 - 141, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO, FRANCISCO JAVIER ARIAS ZAPATA, VICTOR HUGO CANO BEDOYA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Eleccion de estilos de vida no violentos ni autodestructivos en algunos adolescentes de la ciudad de medellin. Un enfoque psicoanalítico,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2011,3,N/A,1 - 32,http://www.funlam.edu.co/revistas/index.php/RCCS/article/viewFile/237/226 ,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de alcohol en universitarios y su relación con los factores de riesgo,,"en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010  Colombia, Katharsis",0124-7816,2011,7,págs:,73 - 90, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de alcohol en universitarios y su relación con los factores de riesgo,,"en estudiantes de la Fundación Universitaria Luis Amigó, Medellín, 2010  Colombia, Katharsis",0124-7816,2011,7,11,73 - 90, ,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Características sociodemográficas de los consumidores de heroína en Medellín-Colombia,Colombia,Psychologia: Avances de la Disciplina,1900-2386,2010,4,2,19 - 29, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,COMORBILIDAD ASOCIADA EN UN GRUPO DE CONSUMIDORES DE HEROÍNA DE LA CIUDAD DE MEDELLIN.,Colombia,Revista Colombiana de Psiquiatria,0034-7450,2010,39,1,93 - 111, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Aspectos socioculturales del consumo de alcohol en Latinoamérica y estrategias de prevención,Colombia,Análisis,0123-6814,2010,7,1,15 - 27, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Características Sociodemograficas de los consumidores de heroína en Medellín ¿ Colombia,Colombia,Psychologia: Avances de la Disciplina,1900-2386,2010,4,2,19 - 29, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de heroína en Colombia,,"prácticas relacionadas e incidencia en la salud pública  Colombia, Revista Cubana de Salud Publica",0864-3466,2010,36,4,311 - 322, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Consumo de heroína en Colombia,,"prácticas relacionadas e incidencia en la salud pública  Colombia, Revista Cubana de Salud Publica",0864-3466,2010,36,4,311 - 322, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Comorbilidad asociada en un grupo de consumidores de heroína en Medellín,Colombia,Revista Colombiana de Psiquiatria,0034-7450,2010,39,N/A,93 - 111, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON V"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Análisis en los diseños de investigación social con énfasis en lo empírico o con acento en lo comprensivo,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,17,N/A,1 - 10, ,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,La droga: fantasma o realidad,Colombia,Análisis,0123-6814,2008,7,N/A,6 - 9, ,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Estado de la Cuestion sobre las investigaciones en prevencion de las Drododpendencias en Colombia,,"1980- 2002  España, Salud y Drogas",1578-5319,2008,8,2,189 - 211, ,"GUILLERMO ALONSO CASTANO PEREZ, ANGELA MARIA PARRA BASTIDAS, GUSTAVO ADOLFO CALDERON V, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Aspectos Socioculturales del consumo de alcohol en Latinoamerica y Estrategias de Prevencion,Colombia,Análisis,0123-6814,2008,5,7,15 - 27, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Estado de la cuestión sobre investigaciones en prevención de las drogodependencias en Colombia,,"1980- 2002  Colombia, Salud y Drogas",1578-5319,2008,8,2,189 - 211, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, ANGELA MARIA PARRA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,En Colombia No existen políticas Publicas que trasciendan los sucesivos gobiernos.,Portugal,Revista Dependencias,1124-1854,2007,1,1,24 - 26, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Erradicación de los cultivos ilícitos,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2007,10,15,53 - 66, ,"GUSTAVO ADOLFO CALDERON VALLEJO, LUZ DOLLY LOPERA GARCIA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Concepción del objeto drogasegún estudios realizados en Colombia en los últimos 10 años con población joven en edades comprendidas entre los 15 y 29 años de edad.,Colombia,Revista Universidad De San Buenaventura,0121-7887,2006,12,1,201 - 219, ,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Nuevas tendencias en prevención de las drogodependencias,España,Salud y Drogas,1578-5319,2006,6,2,127 - 148, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Mujer y consumo de psicoactivos. Factores protectores,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2005,9,1,2 - 6, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Reflexiones en torno a la construccion de una linea de investigacion en farmacodependencia,Brasil,Texto e Contexto Enfermagem,0104-0707,2004,13,2,280 - 285, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Reflexiones en torno a la construccion de una linea de investigacion en farmacodependencia,Brasil,Texto e Contexto Enfermagem,0104-0707,2004,13,2,280 - 285, ,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Línea de Investigación: el ser humano,,"su relación con las drogas y los problemas conexos  Colombia, Textos Y Argumentos",1692-1135,2003,1,5,7 - 86, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Concepto para la acción: el desarrollo humano,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2003,6,7,47 - 54, ,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,En prevención,,"un nuevo paradigma: El enfoque propositivo en la intervención de problemáticas sociales  Colombia, Poiésis: Revista Electrónica de Psicología Social",1692-0945,2002,5,000,000 - 000, ,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, ANGELA MARIA PARRA BASTIDAS"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Desarrollo Humano como constructo conceptual y de acción para la prevención integral,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2002,5,N/A,000 - 000, ,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA BASTIDAS, GUILLERMO ALONSO CASTANO PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Estrategias de reducción de daño en el contexto colombiano,Colombia,Revista Colombiana De Adicciones,1692-1526,2002,1,1,91 - 103, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,CONSUMO DE HEROINA EN COLOMBIA,España,Adicciones,0214-4840,2002,14,1,87 - 90, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Valores de convivencia y prácticas de socialización familiar en Medellín,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2001,1,5,36 - 43, ,"GUSTAVO ADOLFO CALDERON VALLEJO, CLAUDIA VELEZ DE LA CALLE"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Estructura y dinámica interna de la familia en Medellín y su área Metropolitana,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2001,1,5,7 - 12, ,"PATRICIA ELENA RAMIREZ ARBOLEDA, GUSTAVO ADOLFO CALDERON VALLEJO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,EL PAPEL DINAMIZADOR DE LOS PADRES DE FAMILIA Y EDUCADORES FRENTE AL USO INDEBIDO DE SUSTANCIAS Y LOS HÁBITOS DE VIDA SALUDABLES,Colombia,Revista Alborada,0121-4039,2000,318,págs:,12 - 15, ,ANGELA MARIA PARRA BASTIDAS
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Cocainas fumables en latinoamerica,España,Adicciones,0214-4840,2000,12,4,541 - 550, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,DROGAS EN LATINOAMÉRICA Y LOS PROGRAMAS DE REDUCCIÓN DEL DAÑO,Colombia,Adicciones,0214-4840,1999,11,4,387 - 393, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,LAS ESTRATEGIAS DE REDUCCIÓN DEL DAÑO APLICADOS AL TRATAMIENTO DE DROGODEPENDIENTES DIFÍCILES,Colombia,Análisis,0123-6814,1998,1,1,28 - 32, ,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Publicado en revista especializada,Los adolescentes consumidores de psicoactivos. Un desafío terapeútico,España,Adicciones,0214-4840,1998,11,1,11 - 11, ,GUILLERMO ALONSO CASTANO PEREZ
URBANITAS,Publicado en revista especializada,Campañas educativas y de prevención. Una revisión sobre el consumo de sustancias psicoactivas en jóvenes universitarios de Colombia,Argentina,Interdisciplinaria,1668-7027,2021,38,N/A,199 - 208,10.16888/interd.2021.38.2.13 ,"SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA"
URBANITAS,Publicado en revista especializada,The management style in funtion to empowerment fo the organization workers | Estilos gerenciales en función del empoderamiento de los colaboradores de la organización,Venezuela,Espacios,0798-1015,2021,42,N/A,1 - 11,10.48082/espacios-a21v42n02p03 ,"CARLOS ANDRES TREJOS GIL, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ"
URBANITAS,Publicado en revista especializada,Hierarchy of values of students from Higher Education Institutions | Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia,1315-9984,2020,25,N/A,195 - 205,10.37960/rvg.v25i4 ,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ, CARLOS ANDRES TREJOS GIL"
URBANITAS,Publicado en revista especializada,Valor compartido y planeación estratégica: factores de transformación empresarial en el sector minero,Venezuela,Espacios,0798-1015,2020,41,43,1 - 9, ,"MAURICIO ALEJANDRO BEDOYA JIMENEZ, JORMARIS MARTINEZ GOMEZ, JUAN DIEGO LOPEZ MEDINA, LUIS FERNANDO QUINTERO ARANGO"
URBANITAS,Publicado en revista especializada,Measurement indicator to psychology online in Latin American in pandemic times - Indicador de Medición en Psicología online en América Latina en tiempos de pandemia,España,Revista Latina de Comunicacion Social,1138-5820,2020,78,págs:,457 - 476,10.4185/RLCS-2020-1485 ,"CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR, OMAR AUGUSTO AMADOR SANCHEZ"
URBANITAS,Publicado en revista especializada,Ontological implications in the learning of social distancing of COVID-19 pandemic - Implicaciones ontológicas en el aprendizaje a partir del distanciamiento social impuesto por la pandemia COVID-19.,Venezuela,Utopia y Praxis Latinoamericana,2477-9555,2020,25,8,231 - 247,10.5281/zenodo.4087453 ,"CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR"
URBANITAS,Publicado en revista especializada,Mobile applications for management of academic processes in higher education (AMAES),Venezuela,Espacios,0798-1015,2020,41,págs:,250 - 270, ,"CARLOS ANDRES TREJOS GIL, DANIEL ALFREDO LANDINEZ MARTINEZ, SHIRLENE PATRICIA VEGA ROYERO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ"
URBANITAS,Publicado en revista especializada,Pertinencia del marketing digital en las empresas de Aburrá Sur,Colombia,Revista Escuela De Administración De Negocios,0120-8160,2020,88,N/A,1 - 28,10.21158/01208160.n88.2020.2696 ,CARLOS ANDRES TREJOS GIL
URBANITAS,Publicado en revista especializada,The values of the students of the Business Administration of the University Catholica Luis Amigó - Medellin - Colombia - Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó - Medellín - Colombia,Venezuela,Espacios,0798-1015,2020,41,N/A,12 - 18, ,"CARLOS ANDRES TREJOS GIL, CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA, LUZ MERY ORTIZ SANCHEZ, JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS"
URBANITAS,Publicado en revista especializada,Cognitive Training for the Treatment of Addictions Mediated by Information and Communication Technologies (ICT),Suiza,Future Internet,1999-5903,2020,12,2,1 - 19,10.3390/fi12020038 ,"SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA"
URBANITAS,Publicado en revista especializada,A Theological Approach to the Social Problems Associated with the Use of Information and Communications Technologies (ICT),Reino Unido,Global Media Journal,1550-7521,2018,16,31,1 - 9,10.13140/RG.2.2.32864.33287 ,JHOEEN SNEYDER ROJAS DIAZ
